SCLK,LMST,LTST,LOCAL_RELATIVE_HUMIDITY,LOCAL_RELATIVE_HUMIDITY_UNCERTAINTY,HUMIDITY_LOCAL_TEMP,HUMIDITY_LOCAL_TEMP_UNCERTAINTY,VOLUME_MIXING_RATIO,VOLUME_MIXING_RATIO_UNCERTAINTY
667043302,00001M16:19:06.901,0001 15:41:37,,,274.27,,,
667043303,00001M16:19:07.874,0001 15:41:38,,,274.21,,,
667043304,00001M16:19:08.847,0001 15:41:39,,,274.24,,,
667043305,00001M16:19:09.820,0001 15:41:40,,,274.26,,,
667043306,00001M16:19:10.794,0001 15:41:41,,,274.23,,,
667043307,00001M16:19:11.767,0001 15:41:42,,,274.27,,,
667043308,00001M16:19:12.740,0001 15:41:43,,,274.28,,,
667043309,00001M16:19:13.713,0001 15:41:44,,,274.27,,,
667043310,00001M16:19:14.687,0001 15:41:45,,,274.25,,,
667043311,00001M16:19:15.660,0001 15:41:46,,,274.18,,,
667043312,00001M16:19:16.633,0001 15:41:46,,,274.22,,,
667043313,00001M16:19:17.606,0001 15:41:47,,,274.19,,,
667043314,00001M16:19:18.580,0001 15:41:48,,,274.26,,,
667043315,00001M16:19:19.553,0001 15:41:49,,,274.22,,,
667043316,00001M16:19:20.526,0001 15:41:50,,,274.22,,,
667043317,00001M16:19:21.499,0001 15:41:51,,,274.28,,,
667043318,00001M16:19:22.473,0001 15:41:52,,,274.28,,,
667043319,00001M16:19:23.446,0001 15:41:53,,,274.26,,,
667043320,00001M16:19:24.419,0001 15:41:54,,,274.26,,,
667043321,00001M16:19:25.392,0001 15:41:55,,,274.27,,,
667043322,00001M16:19:26.366,0001 15:41:56,,,274.26,,,
667043323,00001M16:19:27.339,0001 15:41:57,,,274.22,,,
667043324,00001M16:19:28.312,0001 15:41:58,,,274.22,,,
667043325,00001M16:19:29.285,0001 15:41:59,,,274.23,,,
667043326,00001M16:19:30.259,0001 15:42:00,,,274.30,,,
667043327,00001M16:19:31.232,0001 15:42:01,,,274.25,,,
667043328,00001M16:19:32.205,0001 15:42:02,,,274.30,,,
667043329,00001M16:19:33.178,0001 15:42:03,,,274.31,,,
667043330,00001M16:19:34.152,0001 15:42:04,,,274.29,,,
667043331,00001M16:19:35.125,0001 15:42:05,,,274.25,,,
667043332,00001M16:19:36.098,0001 15:42:06,,,274.26,,,
667043333,00001M16:19:37.071,0001 15:42:07,,,274.30,,,
667043334,00001M16:19:38.045,0001 15:42:08,,,274.23,,,
667043335,00001M16:19:39.018,0001 15:42:09,,,274.25,,,
667043336,00001M16:19:39.991,0001 15:42:10,,,274.25,,,
667043337,00001M16:19:40.964,0001 15:42:11,,,274.30,,,
667043338,00001M16:19:41.938,0001 15:42:12,,,274.26,,,
667043339,00001M16:19:42.911,0001 15:42:13,,,274.25,,,
667043340,00001M16:19:43.884,0001 15:42:14,,,274.25,,,
667043341,00001M16:19:44.857,0001 15:42:15,,,274.31,,,
667043342,00001M16:19:45.831,0001 15:42:16,,,274.30,,,
667043343,00001M16:19:46.804,0001 15:42:17,,,274.26,,,
667043344,00001M16:19:47.777,0001 15:42:18,,,274.27,,,
667043345,00001M16:19:48.750,0001 15:42:19,,,274.25,,,
667043346,00001M16:19:49.724,0001 15:42:20,,,274.26,,,
667043347,00001M16:19:50.697,0001 15:42:21,,,274.26,,,
667043348,00001M16:19:51.670,0001 15:42:22,,,274.27,,,
667043349,00001M16:19:52.643,0001 15:42:23,,,274.23,,,
667043350,00001M16:19:53.617,0001 15:42:23,,,274.24,,,
667043351,00001M16:19:54.590,0001 15:42:24,,,274.29,,,
667043352,00001M16:19:55.563,0001 15:42:25,,,274.20,,,
667043353,00001M16:19:56.536,0001 15:42:26,,,274.24,,,
667043354,00001M16:19:57.510,0001 15:42:27,,,274.23,,,
667043355,00001M16:19:58.483,0001 15:42:28,,,274.20,,,
667043356,00001M16:19:59.456,0001 15:42:29,,,274.25,,,
667043357,00001M16:20:00.429,0001 15:42:30,,,274.24,,,
667043358,00001M16:20:01.403,0001 15:42:31,,,274.27,,,
667043359,00001M16:20:02.376,0001 15:42:32,,,274.21,,,
667043360,00001M16:20:03.349,0001 15:42:33,,,274.24,,,
667043361,00001M16:20:04.322,0001 15:42:34,,,274.29,,,
667043362,00001M16:20:05.296,0001 15:42:35,,,274.23,,,
667043363,00001M16:20:06.269,0001 15:42:36,,,274.26,,,
667043364,00001M16:20:07.242,0001 15:42:37,,,274.24,,,
667043365,00001M16:20:08.215,0001 15:42:38,,,274.25,,,
667043366,00001M16:20:09.189,0001 15:42:39,,,274.30,,,
667043367,00001M16:20:10.162,0001 15:42:40,,,274.28,,,
667043368,00001M16:20:11.135,0001 15:42:41,,,274.24,,,
667043369,00001M16:20:12.108,0001 15:42:42,,,274.24,,,
667043370,00001M16:20:13.082,0001 15:42:43,,,274.25,,,
667043371,00001M16:20:14.055,0001 15:42:44,,,274.27,,,
667043372,00001M16:20:15.028,0001 15:42:45,,,274.28,,,
667043373,00001M16:20:16.001,0001 15:42:46,,,274.27,,,
667043374,00001M16:20:16.975,0001 15:42:47,,,274.27,,,
667043375,00001M16:20:17.948,0001 15:42:48,,,274.24,,,
667043376,00001M16:20:18.921,0001 15:42:49,,,274.26,,,
667043377,00001M16:20:19.894,0001 15:42:50,,,274.27,,,
667043378,00001M16:20:20.868,0001 15:42:51,,,274.31,,,
667043379,00001M16:20:21.841,0001 15:42:52,,,274.31,,,
667043380,00001M16:20:22.814,0001 15:42:53,,,274.28,,,
667043381,00001M16:20:23.787,0001 15:42:54,,,274.29,,,
667043382,00001M16:20:24.761,0001 15:42:55,,,274.30,,,
667043383,00001M16:20:25.734,0001 15:42:56,,,274.29,,,
667043384,00001M16:20:26.707,0001 15:42:57,,,274.28,,,
667043385,00001M16:20:27.681,0001 15:42:58,,,274.25,,,
667043386,00001M16:20:28.654,0001 15:42:59,,,274.25,,,
667043387,00001M16:20:29.627,0001 15:42:59,,,274.25,,,
667043388,00001M16:20:30.600,0001 15:43:00,,,274.27,,,
667043389,00001M16:20:31.574,0001 15:43:01,,,274.28,,,
667043390,00001M16:20:32.547,0001 15:43:02,,,274.24,,,
667043391,00001M16:20:33.520,0001 15:43:03,,,274.23,,,
667043392,00001M16:20:34.493,0001 15:43:04,,,274.24,,,
667043393,00001M16:20:35.467,0001 15:43:05,,,274.26,,,
667043394,00001M16:20:36.440,0001 15:43:06,,,274.27,,,
667043395,00001M16:20:37.413,0001 15:43:07,,,274.25,,,
667043396,00001M16:20:38.386,0001 15:43:08,,,274.32,,,
667043397,00001M16:20:39.360,0001 15:43:09,,,274.30,,,
667043398,00001M16:20:40.333,0001 15:43:10,,,274.24,,,
667043399,00001M16:20:41.306,0001 15:43:11,,,274.24,,,
667043400,00001M16:20:42.279,0001 15:43:12,,,274.25,,,
667043401,00001M16:20:43.253,0001 15:43:13,,,274.30,,,
667043402,00001M16:20:44.226,0001 15:43:14,,,274.30,,,
667043403,00001M16:20:45.199,0001 15:43:15,,,274.31,,,
667043404,00001M16:20:46.172,0001 15:43:16,,,274.29,,,
667043405,00001M16:20:47.146,0001 15:43:17,,,274.30,,,
667043406,00001M16:20:48.119,0001 15:43:18,,,274.25,,,
667043407,00001M16:20:49.092,0001 15:43:19,,,274.23,,,
667043408,00001M16:20:50.065,0001 15:43:20,,,274.31,,,
667043409,00001M16:20:51.039,0001 15:43:21,,,274.27,,,
667043410,00001M16:20:52.012,0001 15:43:22,,,274.25,,,
667043411,00001M16:20:52.985,0001 15:43:23,,,274.27,,,
667043412,00001M16:20:53.958,0001 15:43:24,,,274.31,,,
667043413,00001M16:20:54.932,0001 15:43:25,,,274.22,,,
667043414,00001M16:20:55.905,0001 15:43:26,,,274.26,,,
667043415,00001M16:20:56.878,0001 15:43:27,,,274.32,,,
667043416,00001M16:20:57.851,0001 15:43:28,,,274.24,,,
667043417,00001M16:20:58.825,0001 15:43:29,,,274.30,,,
667043418,00001M16:20:59.798,0001 15:43:30,,,274.26,,,
667043419,00001M16:21:00.771,0001 15:43:31,,,274.26,,,
667043420,00001M16:21:01.744,0001 15:43:32,,,274.30,,,
667043421,00001M16:21:02.718,0001 15:43:33,,,274.25,,,
667043422,00001M16:21:03.691,0001 15:43:34,,,274.24,,,
667043423,00001M16:21:04.664,0001 15:43:35,,,274.29,,,
667043424,00001M16:21:05.637,0001 15:43:36,,,274.32,,,
667043425,00001M16:21:06.611,0001 15:43:36,,,274.31,,,
667043426,00001M16:21:07.584,0001 15:43:37,,,274.30,,,
667043427,00001M16:21:08.557,0001 15:43:38,,,274.25,,,
667043428,00001M16:21:09.530,0001 15:43:39,,,274.29,,,
667043429,00001M16:21:10.504,0001 15:43:40,,,274.27,,,
667043430,00001M16:21:11.477,0001 15:43:41,,,274.26,,,
667043431,00001M16:21:12.450,0001 15:43:42,,,274.32,,,
667043432,00001M16:21:13.423,0001 15:43:43,,,274.31,,,
667043433,00001M16:21:14.397,0001 15:43:44,,,274.29,,,
667043434,00001M16:21:15.370,0001 15:43:45,,,274.24,,,
667043435,00001M16:21:16.343,0001 15:43:46,,,274.27,,,
667043436,00001M16:21:17.316,0001 15:43:47,,,274.32,,,
667043437,00001M16:21:18.290,0001 15:43:48,,,274.25,,,
667043438,00001M16:21:19.263,0001 15:43:49,,,274.24,,,
667043439,00001M16:21:20.236,0001 15:43:50,,,274.24,,,
667043440,00001M16:21:21.209,0001 15:43:51,,,274.28,,,
667043441,00001M16:21:22.183,0001 15:43:52,,,274.27,,,
667043442,00001M16:21:23.156,0001 15:43:53,,,274.24,,,
667043443,00001M16:21:24.129,0001 15:43:54,,,274.22,,,
667043444,00001M16:21:25.102,0001 15:43:55,,,274.25,,,
667043445,00001M16:21:26.076,0001 15:43:56,,,274.24,,,
667043446,00001M16:21:27.049,0001 15:43:57,,,274.24,,,
667043447,00001M16:21:28.022,0001 15:43:58,,,274.28,,,
667043448,00001M16:21:28.995,0001 15:43:59,,,274.24,,,
667043449,00001M16:21:29.969,0001 15:44:00,,,274.26,,,
667043450,00001M16:21:30.942,0001 15:44:01,,,274.25,,,
667043451,00001M16:21:31.915,0001 15:44:02,,,274.24,,,
667043452,00001M16:21:32.888,0001 15:44:03,,,274.28,,,
667043453,00001M16:21:33.862,0001 15:44:04,,,274.27,,,
667043454,00001M16:21:34.835,0001 15:44:05,,,274.21,,,
667043455,00001M16:21:35.808,0001 15:44:06,,,274.29,,,
667043456,00001M16:21:36.781,0001 15:44:07,,,274.24,,,
667043457,00001M16:21:37.755,0001 15:44:08,,,274.21,,,
667043458,00001M16:21:38.728,0001 15:44:09,,,274.27,,,
667043459,00001M16:21:39.701,0001 15:44:10,,,274.18,,,
667043460,00001M16:21:40.674,0001 15:44:11,,,274.21,,,
667043461,00001M16:21:41.648,0001 15:44:12,,,274.24,,,
667043462,00001M16:21:42.621,0001 15:44:13,,,274.26,,,
667043463,00001M16:21:43.594,0001 15:44:13,,,274.18,,,
667043464,00001M16:21:44.567,0001 15:44:14,,,274.23,,,
667043465,00001M16:21:45.541,0001 15:44:15,,,274.23,,,
667043466,00001M16:21:46.514,0001 15:44:16,,,274.21,,,
667043467,00001M16:21:47.487,0001 15:44:17,,,274.28,,,
667043468,00001M16:21:48.460,0001 15:44:18,,,274.20,,,
667043469,00001M16:21:49.434,0001 15:44:19,,,274.24,,,
667043470,00001M16:21:50.407,0001 15:44:20,,,274.27,,,
667043471,00001M16:21:51.380,0001 15:44:21,,,274.23,,,
667043472,00001M16:21:52.353,0001 15:44:22,,,274.24,,,
667043473,00001M16:21:53.327,0001 15:44:23,,,274.23,,,
667043474,00001M16:21:54.300,0001 15:44:24,,,274.18,,,
667043475,00001M16:21:55.273,0001 15:44:25,,,274.17,,,
667043476,00001M16:21:56.246,0001 15:44:26,,,274.18,,,
667043477,00001M16:21:57.220,0001 15:44:27,,,274.28,,,
667043478,00001M16:21:58.193,0001 15:44:28,,,274.24,,,
667043479,00001M16:21:59.166,0001 15:44:29,,,274.21,,,
667043480,00001M16:22:00.139,0001 15:44:30,,,274.22,,,
667043481,00001M16:22:01.113,0001 15:44:31,,,274.21,,,
667043482,00001M16:22:02.086,0001 15:44:32,,,274.26,,,
667043483,00001M16:22:03.059,0001 15:44:33,,,274.23,,,
667043484,00001M16:22:04.032,0001 15:44:34,,,274.21,,,
667043485,00001M16:22:05.006,0001 15:44:35,,,274.26,,,
667043486,00001M16:22:05.979,0001 15:44:36,,,274.24,,,
667043487,00001M16:22:06.952,0001 15:44:37,,,274.25,,,
667043488,00001M16:22:07.925,0001 15:44:38,,,274.21,,,
667043489,00001M16:22:08.899,0001 15:44:39,,,274.22,,,
667043490,00001M16:22:09.872,0001 15:44:40,,,274.22,,,
667043491,00001M16:22:10.845,0001 15:44:41,,,274.23,,,
667043492,00001M16:22:11.818,0001 15:44:42,,,274.27,,,
667043493,00001M16:22:12.792,0001 15:44:43,,,274.19,,,
667043494,00001M16:22:13.765,0001 15:44:44,,,274.19,,,
667043495,00001M16:22:14.738,0001 15:44:45,,,274.18,,,
667043496,00001M16:22:15.711,0001 15:44:46,,,274.17,,,
667043497,00001M16:22:16.685,0001 15:44:47,,,274.21,,,
667043498,00001M16:22:17.658,0001 15:44:48,,,274.18,,,
667043499,00001M16:22:18.631,0001 15:44:49,,,274.20,,,
667043500,00001M16:22:19.604,0001 15:44:49,,,274.17,,,
667043501,00001M16:22:20.578,0001 15:44:50,,,274.18,,,
667043502,00001M16:22:21.551,0001 15:44:51,,,274.20,,,
667043503,00001M16:22:22.524,0001 15:44:52,,,274.18,,,
667043504,00001M16:22:23.497,0001 15:44:53,,,274.21,,,
667043505,00001M16:22:24.471,0001 15:44:54,,,274.18,,,
667043506,00001M16:22:25.444,0001 15:44:55,,,274.21,,,
667043507,00001M16:22:26.417,0001 15:44:56,,,274.21,,,
667043508,00001M16:22:27.390,0001 15:44:57,,,274.22,,,
667043509,00001M16:22:28.364,0001 15:44:58,,,274.23,,,
667043510,00001M16:22:29.337,0001 15:44:59,,,274.21,,,
667043511,00001M16:22:30.310,0001 15:45:00,,,274.17,,,
667043512,00001M16:22:31.284,0001 15:45:01,,,274.21,,,
667043513,00001M16:22:32.257,0001 15:45:02,,,274.21,,,
667043514,00001M16:22:33.230,0001 15:45:03,,,274.17,,,
667043515,00001M16:22:34.203,0001 15:45:04,,,274.16,,,
667043516,00001M16:22:35.177,0001 15:45:05,,,274.22,,,
667043517,00001M16:22:36.150,0001 15:45:06,,,274.18,,,
667043518,00001M16:22:37.123,0001 15:45:07,,,274.24,,,
667043519,00001M16:22:38.096,0001 15:45:08,,,274.20,,,
667043520,00001M16:22:39.070,0001 15:45:09,,,274.21,,,
667043521,00001M16:22:40.043,0001 15:45:10,,,274.16,,,
667043522,00001M16:22:41.016,0001 15:45:11,,,274.20,,,
667043523,00001M16:22:41.989,0001 15:45:12,,,274.20,,,
667043524,00001M16:22:42.963,0001 15:45:13,,,274.21,,,
667043525,00001M16:22:43.936,0001 15:45:14,,,274.18,,,
667043526,00001M16:22:44.909,0001 15:45:15,,,274.25,,,
667043527,00001M16:22:45.882,0001 15:45:16,,,274.19,,,
667043528,00001M16:22:46.856,0001 15:45:17,,,274.16,,,
667043529,00001M16:22:47.829,0001 15:45:18,,,274.18,,,
667043530,00001M16:22:48.802,0001 15:45:19,,,274.16,,,
667043531,00001M16:22:49.775,0001 15:45:20,,,274.19,,,
667043532,00001M16:22:50.749,0001 15:45:21,,,274.22,,,
667043533,00001M16:22:51.722,0001 15:45:22,,,274.20,,,
667043534,00001M16:22:52.695,0001 15:45:23,,,274.14,,,
667043535,00001M16:22:53.668,0001 15:45:24,,,274.16,,,
667043536,00001M16:22:54.642,0001 15:45:25,,,274.18,,,
667043537,00001M16:22:55.615,0001 15:45:26,,,274.18,,,
667043538,00001M16:22:56.588,0001 15:45:26,,,274.12,,,
667043539,00001M16:22:57.561,0001 15:45:27,,,274.15,,,
667043540,00001M16:22:58.535,0001 15:45:28,,,274.17,,,
667043541,00001M16:22:59.508,0001 15:45:29,,,274.13,,,
667043542,00001M16:23:00.481,0001 15:45:30,,,274.14,,,
667043543,00001M16:23:01.454,0001 15:45:31,,,274.18,,,
667043544,00001M16:23:02.428,0001 15:45:32,,,274.21,,,
667043545,00001M16:23:03.401,0001 15:45:33,,,274.16,,,
667043546,00001M16:23:04.374,0001 15:45:34,,,274.20,,,
667043547,00001M16:23:05.347,0001 15:45:35,,,274.19,,,
667043548,00001M16:23:06.321,0001 15:45:36,,,274.13,,,
667043549,00001M16:23:07.294,0001 15:45:37,,,274.15,,,
667043550,00001M16:23:08.267,0001 15:45:38,,,274.15,,,
667043551,00001M16:23:09.240,0001 15:45:39,,,274.13,,,
667043552,00001M16:23:10.214,0001 15:45:40,,,274.19,,,
667043553,00001M16:23:11.187,0001 15:45:41,,,274.19,,,
667043554,00001M16:23:12.160,0001 15:45:42,,,274.17,,,
667043555,00001M16:23:13.133,0001 15:45:43,,,274.16,,,
667043556,00001M16:23:14.107,0001 15:45:44,,,274.13,,,
667043557,00001M16:23:15.080,0001 15:45:45,,,274.18,,,
667043558,00001M16:23:16.053,0001 15:45:46,,,274.19,,,
667043559,00001M16:23:17.026,0001 15:45:47,,,274.15,,,
667043560,00001M16:23:18.000,0001 15:45:48,,,274.13,,,
667043561,00001M16:23:18.973,0001 15:45:49,,,274.15,,,
667043562,00001M16:23:19.946,0001 15:45:50,,,274.16,,,
667043563,00001M16:23:20.919,0001 15:45:51,,,274.12,,,
667043564,00001M16:23:21.893,0001 15:45:52,,,274.02,,,
667043565,00001M16:23:22.866,0001 15:45:53,,,274.04,,,
667043566,00001M16:23:23.839,0001 15:45:54,,,274.02,,,
667043567,00001M16:23:24.812,0001 15:45:55,,,274.04,,,
667043568,00001M16:23:25.786,0001 15:45:56,,,274.08,,,
667043569,00001M16:23:26.759,0001 15:45:57,,,274.06,,,
667043570,00001M16:23:27.732,0001 15:45:58,,,273.97,,,
667043571,00001M16:23:28.705,0001 15:45:59,,,274.05,,,
667043572,00001M16:23:29.679,0001 15:46:00,,,274.00,,,
667043573,00001M16:23:30.652,0001 15:46:01,,,273.98,,,
667043574,00001M16:23:31.625,0001 15:46:02,,,274.01,,,
667043575,00001M16:23:32.598,0001 15:46:03,,,274.03,,,
667043576,00001M16:23:33.572,0001 15:46:03,,,273.99,,,
667043577,00001M16:23:34.545,0001 15:46:04,,,273.99,,,
667043578,00001M16:23:35.518,0001 15:46:05,,,274.00,,,
667043579,00001M16:23:36.491,0001 15:46:06,,,273.96,,,
667043580,00001M16:23:37.465,0001 15:46:07,,,274.04,,,
667043581,00001M16:23:38.438,0001 15:46:08,,,273.99,,,
667043582,00001M16:23:39.411,0001 15:46:09,,,274.02,,,
667043583,00001M16:23:40.384,0001 15:46:10,,,273.97,,,
667043584,00001M16:23:41.358,0001 15:46:11,,,274.00,,,
667043585,00001M16:23:42.331,0001 15:46:12,,,273.99,,,
667043586,00001M16:23:43.304,0001 15:46:13,,,273.98,,,
667043587,00001M16:23:44.277,0001 15:46:14,,,273.98,,,
667043588,00001M16:23:45.251,0001 15:46:15,,,273.99,,,
667043589,00001M16:23:46.224,0001 15:46:16,,,274.00,,,
667043590,00001M16:23:47.197,0001 15:46:17,,,273.99,,,
667043591,00001M16:23:48.170,0001 15:46:18,,,273.94,,,
667043592,00001M16:23:49.144,0001 15:46:19,,,274.00,,,
667043593,00001M16:23:50.117,0001 15:46:20,,,273.96,,,
667043594,00001M16:23:51.090,0001 15:46:21,,,273.98,,,
667043595,00001M16:23:52.063,0001 15:46:22,,,274.03,,,
667043596,00001M16:23:53.037,0001 15:46:23,,,273.96,,,
667043597,00001M16:23:54.010,0001 15:46:24,,,273.98,,,
667043598,00001M16:23:54.983,0001 15:46:25,,,273.93,,,
667043599,00001M16:23:55.956,0001 15:46:26,,,274.02,,,
667043600,00001M16:23:56.930,0001 15:46:27,,,273.93,,,
667043601,00001M16:23:57.903,0001 15:46:28,,,273.96,,,
667043602,00001M16:23:58.876,0001 15:46:29,,,273.93,,,
667043603,00001M16:23:59.849,0001 15:46:30,,,273.99,,,
667043604,00001M16:24:00.823,0001 15:46:31,,,273.98,,,
667043605,00001M16:24:01.796,0001 15:46:32,,,274.01,,,
667043606,00001M16:24:02.769,0001 15:46:33,,,273.93,,,
667043607,00001M16:24:03.742,0001 15:46:34,,,273.96,,,
667043608,00001M16:24:04.716,0001 15:46:35,,,273.95,,,
667043609,00001M16:24:05.689,0001 15:46:36,,,273.94,,,
667043610,00001M16:24:06.662,0001 15:46:37,,,273.96,,,
667043611,00001M16:24:07.635,0001 15:46:38,,,273.96,,,
667043612,00001M16:24:08.609,0001 15:46:39,,,274.00,,,
667043613,00001M16:24:09.582,0001 15:46:40,,,273.93,,,
667043614,00001M16:24:10.555,0001 15:46:40,,,273.96,,,
667043615,00001M16:24:11.528,0001 15:46:41,,,273.92,,,
667043616,00001M16:24:12.502,0001 15:46:42,,,273.97,,,
667043617,00001M16:24:13.475,0001 15:46:43,,,273.96,,,
667043618,00001M16:24:14.448,0001 15:46:44,,,273.90,,,
667043619,00001M16:24:15.421,0001 15:46:45,,,273.95,,,
667043620,00001M16:24:16.395,0001 15:46:46,,,273.91,,,
667043621,00001M16:24:17.368,0001 15:46:47,,,273.96,,,
667043622,00001M16:24:18.341,0001 15:46:48,,,273.95,,,
667043623,00001M16:24:19.314,0001 15:46:49,,,273.96,,,
667043624,00001M16:24:20.288,0001 15:46:50,,,273.93,,,
667043625,00001M16:24:21.261,0001 15:46:51,,,273.98,,,
667043626,00001M16:24:22.234,0001 15:46:52,,,273.91,,,
667043627,00001M16:24:23.207,0001 15:46:53,,,273.95,,,
667043628,00001M16:24:24.181,0001 15:46:54,,,273.94,,,
667043629,00001M16:24:25.154,0001 15:46:55,,,273.94,,,
667043630,00001M16:24:26.127,0001 15:46:56,,,273.96,,,
667043631,00001M16:24:27.100,0001 15:46:57,,,273.96,,,
667043632,00001M16:24:28.074,0001 15:46:58,,,273.92,,,
667043633,00001M16:24:29.047,0001 15:46:59,,,273.96,,,
667043634,00001M16:24:30.020,0001 15:47:00,,,273.89,,,
667043635,00001M16:24:30.993,0001 15:47:01,,,273.93,,,
667043636,00001M16:24:31.967,0001 15:47:02,,,273.95,,,
667043637,00001M16:24:32.940,0001 15:47:03,,,273.93,,,
667043638,00001M16:24:33.913,0001 15:47:04,,,273.91,,,
667043639,00001M16:24:34.887,0001 15:47:05,,,273.93,,,
667043640,00001M16:24:35.860,0001 15:47:06,,,273.97,,,
667043641,00001M16:24:36.833,0001 15:47:07,,,273.94,,,
667043642,00001M16:24:37.806,0001 15:47:08,,,273.89,,,
667043643,00001M16:24:38.780,0001 15:47:09,,,273.96,,,
667043644,00001M16:24:39.753,0001 15:47:10,,,273.94,,,
667043645,00001M16:24:40.726,0001 15:47:11,,,273.94,,,
667043646,00001M16:24:41.699,0001 15:47:12,,,273.97,,,
667043647,00001M16:24:42.673,0001 15:47:13,,,273.90,,,
667043648,00001M16:24:43.646,0001 15:47:14,,,273.95,,,
667043649,00001M16:24:44.619,0001 15:47:15,,,273.94,,,
667043650,00001M16:24:45.592,0001 15:47:16,,,273.89,,,
667043651,00001M16:24:46.566,0001 15:47:16,,,273.87,,,
667043652,00001M16:24:47.539,0001 15:47:17,,,273.94,,,
667043653,00001M16:24:48.512,0001 15:47:18,,,273.96,,,
667043654,00001M16:24:49.485,0001 15:47:19,,,273.89,,,
667043655,00001M16:24:50.459,0001 15:47:20,,,273.90,,,
667043656,00001M16:24:51.432,0001 15:47:21,,,273.96,,,
667043657,00001M16:24:52.405,0001 15:47:22,,,273.87,,,
667043658,00001M16:24:53.378,0001 15:47:23,,,273.90,,,
667043659,00001M16:24:54.352,0001 15:47:24,,,273.95,,,
667043660,00001M16:24:55.325,0001 15:47:25,,,273.93,,,
667043661,00001M16:24:56.298,0001 15:47:26,,,273.89,,,
667043662,00001M16:24:57.271,0001 15:47:27,,,273.87,,,
667043663,00001M16:24:58.245,0001 15:47:28,,,273.96,,,
667043664,00001M16:24:59.218,0001 15:47:29,,,273.89,,,
667043665,00001M16:25:00.191,0001 15:47:30,,,273.91,,,
667043666,00001M16:25:01.164,0001 15:47:31,,,273.87,,,
667043667,00001M16:25:02.138,0001 15:47:32,,,273.90,,,
667043668,00001M16:25:03.111,0001 15:47:33,,,273.86,,,
667043669,00001M16:25:04.084,0001 15:47:34,,,273.90,,,
667043670,00001M16:25:05.057,0001 15:47:35,,,273.91,,,
667043671,00001M16:25:06.031,0001 15:47:36,,,273.91,,,
667043672,00001M16:25:07.004,0001 15:47:37,,,273.87,,,
667043673,00001M16:25:07.977,0001 15:47:38,,,273.93,,,
667043674,00001M16:25:08.950,0001 15:47:39,,,273.91,,,
667043675,00001M16:25:09.924,0001 15:47:40,,,273.92,,,
667043676,00001M16:25:10.897,0001 15:47:41,,,273.94,,,
667043677,00001M16:25:11.870,0001 15:47:42,,,273.91,,,
667043678,00001M16:25:12.843,0001 15:47:43,,,273.93,,,
667043679,00001M16:25:13.817,0001 15:47:44,,,273.96,,,
667043680,00001M16:25:14.790,0001 15:47:45,,,273.85,,,
667043681,00001M16:25:15.763,0001 15:47:46,,,273.91,,,
667043682,00001M16:25:16.736,0001 15:47:47,,,273.92,,,
667043683,00001M16:25:17.710,0001 15:47:48,,,273.88,,,
667043684,00001M16:25:18.683,0001 15:47:49,,,273.91,,,
667043685,00001M16:25:19.656,0001 15:47:50,,,273.86,,,
667043686,00001M16:25:20.629,0001 15:47:51,,,273.94,,,
667043687,00001M16:25:21.603,0001 15:47:52,,,273.88,,,
667043688,00001M16:25:22.576,0001 15:47:53,,,273.87,,,
667043689,00001M16:25:23.549,0001 15:47:53,,,273.94,,,
667043690,00001M16:25:24.522,0001 15:47:54,,,273.90,,,
667043691,00001M16:25:25.496,0001 15:47:55,,,273.87,,,
667043692,00001M16:25:26.469,0001 15:47:56,,,273.91,,,
667043693,00001M16:25:27.442,0001 15:47:57,,,273.88,,,
667043694,00001M16:25:28.415,0001 15:47:58,,,273.94,,,
667043695,00001M16:25:29.389,0001 15:47:59,,,273.87,,,
667043696,00001M16:25:30.362,0001 15:48:00,,,273.90,,,
667043697,00001M16:25:31.335,0001 15:48:01,,,273.93,,,
667043698,00001M16:25:32.308,0001 15:48:02,,,273.94,,,
667043699,00001M16:25:33.282,0001 15:48:03,,,273.92,,,
667043700,00001M16:25:34.255,0001 15:48:04,,,273.84,,,
667043701,00001M16:25:35.228,0001 15:48:05,,,273.85,,,
667043702,00001M16:25:36.201,0001 15:48:06,,,273.92,,,
667043703,00001M16:25:37.175,0001 15:48:07,,,273.91,,,
667043704,00001M16:25:38.148,0001 15:48:08,,,273.86,,,
667043705,00001M16:25:39.121,0001 15:48:09,,,273.90,,,
667043706,00001M16:25:40.094,0001 15:48:10,,,273.93,,,
667043707,00001M16:25:41.068,0001 15:48:11,,,273.90,,,
667043708,00001M16:25:42.041,0001 15:48:12,,,273.86,,,
667043709,00001M16:25:43.014,0001 15:48:13,,,273.91,,,
667043710,00001M16:25:43.987,0001 15:48:14,,,273.91,,,
667043711,00001M16:25:44.961,0001 15:48:15,,,273.88,,,
667043712,00001M16:25:45.934,0001 15:48:16,,,273.83,,,
667043713,00001M16:25:46.907,0001 15:48:17,,,273.83,,,
667043714,00001M16:25:47.880,0001 15:48:18,,,273.91,,,
667043715,00001M16:25:48.854,0001 15:48:19,,,273.90,,,
667043716,00001M16:25:49.827,0001 15:48:20,,,273.89,,,
667043717,00001M16:25:50.800,0001 15:48:21,,,273.85,,,
667043718,00001M16:25:51.773,0001 15:48:22,,,273.83,,,
667043719,00001M16:25:52.747,0001 15:48:23,,,273.88,,,
667043720,00001M16:25:53.720,0001 15:48:24,,,273.82,,,
